Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,City,State,Car_Description
s cross,2020,18.55,25.24,91129,CNG,Dealer,Manual,0,Summersmouth,North Carolina,May end marriage job baby bad.
dzire,2023,8.7,27.97,116155,Petrol,Dealer,Automatic,2,Lake Debbieland,Illinois,Take impact plan speak yeah admit bill.
s cross,2023,1.8,29.18,23617,CNG,Dealer,Automatic,0,East Elizabethview,Wisconsin,Relate four appear kind society.
ritz,2023,17.15,29.26,166617,CNG,Dealer,Automatic,0,West Patrick,Delaware,Beautiful do federal ask.
baleno,2004,8.47,23.62,5387,Diesel,Individual,Automatic,0,New Ashleyport,Texas,Above eat leader.
ertiga,2014,24.15,28.03,3383,Petrol,Individual,Manual,0,Melissaport,Washington,Prepare allow task when.
wagon r,2019,4.02,4.14,121804,Diesel,Individual,Automatic,1,Nancyborough,New York,Matter voice finally house.
vitara brezza,2013,17.01,10.08,9393,Diesel,Individual,Automatic,2,Dickersonborough,Texas,Later too several marriage number.
ritz,2022,18.96,33.57,12855,CNG,Individual,Automatic,1,New Aaronfurt,Idaho,Money office street offer control mouth begin.
sx4,2017,19.88,18.71,30461,Diesel,Individual,Manual,2,West Kristin,North Dakota,Season hand development down bill movement.
swift,2020,8.94,32.46,145524,CNG,Individual,Manual,2,South Dana,Georgia,Huge pull none herself agency involve strong.
ciaz,2005,23.07,32.68,196561,CNG,Dealer,Manual,1,South Sharon,Tennessee,Last than per campaign effort.
alto 800,2010,24.96,4.76,66510,CNG,Individual,Automatic,1,Lopezborough,Illinois,Seek could police.
dzire,2012,23.19,19.96,149787,Diesel,Dealer,Automatic,0,North Jennifer,North Carolina,Treatment another specific hot camera.
ritz,2023,15.51,23.14,193533,CNG,Dealer,Manual,0,South Sharonstad,Tennessee,Chance heavy exactly exist buy.
alto 800,2015,8.22,14.16,189016,Petrol,Dealer,Manual,1,New Shawn,Indiana,Stop happen dinner art.
dzire,2016,13.5,34.36,166066,Diesel,Dealer,Manual,1,Fullerland,Maryland,Conference voice apply exactly fight recognize real road.
sx4,2018,6.84,21.69,69251,CNG,Individual,Automatic,0,South Amanda,Arizona,Whether eight role fear any hospital language hold.
s cross,2015,2.83,23.66,198204,Petrol,Dealer,Manual,2,Williamsonburgh,Virginia,Name continue continue international over set business.
ritz,2013,22.88,28.51,97097,Petrol,Dealer,Manual,0,Austinstad,Hawaii,Interview with house finish necessary.
vitara brezza,2000,17.5,29.86,39840,CNG,Dealer,Manual,2,Robinsonmouth,Maine,Goal necessary across quickly decade know.
ertiga,2015,7.3,14.84,197910,CNG,Dealer,Automatic,0,Kleinstad,West Virginia,So arm why other sea.
swift,2014,10.31,9.19,187482,Petrol,Individual,Automatic,0,South Jeremy,Connecticut,Course where need industry.
ritz,2004,20.91,6.01,76758,CNG,Dealer,Automatic,1,Sparksborough,Texas,Purpose stage outside so wind.
ertiga,2001,3.63,27.63,127501,Diesel,Individual,Manual,1,Seanland,Nebraska,Method measure trip kid against.
wagon r,2010,17.86,28.16,111790,Petrol,Dealer,Automatic,0,East Jennifer,Delaware,Important your just entire eat threat.
sx4,2010,16.61,26.8,100499,CNG,Individual,Automatic,0,East Nicoleville,Oklahoma,Shoulder board a in.
dzire,2019,22.97,13.53,73620,Diesel,Individual,Manual,2,Lake Michaelfurt,Washington,How least story whole hot.
ertiga,2016,15.82,21.68,10132,Diesel,Dealer,Automatic,2,Mannborough,Alaska,Just huge girl enter window.
dzire,2015,3.12,12.53,164559,Petrol,Dealer,Automatic,0,Scottshire,Louisiana,Least house player apply soldier onto.
ritz,2021,19.86,33.39,10058,Petrol,Individual,Manual,2,Bakerland,Massachusetts,Scientist look ahead understand everything would resource.
ertiga,2001,24.28,10.18,128486,CNG,Dealer,Automatic,0,Port Danny,Nebraska,Southern sing audience both country.
baleno,2013,19.64,9.43,160505,Petrol,Dealer,Manual,1,Lake Melissa,New Jersey,Common before Mrs college anyone particular return.
alto 800,2023,2.76,23.85,117489,CNG,Individual,Automatic,1,West Kimberly,Indiana,Without employee condition drug street add information.
s cross,2002,18.5,21.19,199324,Petrol,Dealer,Automatic,2,Robertoside,Georgia,Partner also husband sure game place.
ciaz,2001,4.07,9.07,123401,CNG,Individual,Manual,1,Kennedyshire,South Carolina,Blue traditional help situation.
ritz,2022,1.43,15.42,10562,CNG,Individual,Automatic,2,New Clarence,Illinois,Same help use account level read.
ciaz,2008,19.94,32.95,112335,CNG,Dealer,Manual,2,North Roberthaven,Texas,Help member nation movie.
alto 800,2002,5.13,22.92,31353,Diesel,Individual,Automatic,2,Noblemouth,Massachusetts,Offer raise discussion station look.
ciaz,2002,16.58,10.42,47238,Petrol,Dealer,Automatic,1,South David,Alabama,Discover see paper.
ertiga,2004,5.08,14.07,44195,CNG,Individual,Manual,0,West Matthewhaven,Indiana,Unit not truth level single.
swift,2014,7.25,2.9,116754,Petrol,Dealer,Manual,1,South Angiefort,Ohio,Tree this whose hear everything.
baleno,2006,6.89,4.35,105512,Petrol,Individual,Manual,2,Millerfurt,Colorado,Language see majority name lay.
dzire,2016,22.42,17.03,194376,Petrol,Individual,Automatic,1,Stephenfort,Nevada,Control hospital wife cause.
ritz,2016,15.92,22.05,43250,Diesel,Dealer,Manual,0,West Kimberlystad,Alaska,Impact paper less own create also ask.
ciaz,2016,16.67,12.78,157697,CNG,Individual,Automatic,2,Port Crystal,South Carolina,Event act financial we eight can.
dzire,2011,11.55,28.53,49971,Petrol,Individual,Automatic,0,Lake Jacobbury,Nebraska,Summer film small consumer.
swift,2014,4.5,2.57,139411,CNG,Individual,Manual,1,Lake Claire,West Virginia,Exactly present plant show nation early.
sx4,2007,7.8,4.66,90226,Petrol,Individual,Automatic,1,East Anthony,Alabama,Security water about read about technology better close.
baleno,2003,2.93,29.12,132251,Petrol,Individual,Manual,0,Thompsonville,Florida,National air manage environment machine quickly only.
ertiga,2016,11.3,24.73,122692,CNG,Individual,Manual,2,West Rebecca,Vermont,Subject coach pay until drop too.
s cross,2018,20.06,6.27,128970,CNG,Individual,Manual,0,South Robin,Montana,School down beat toward these yet bar.
vitara brezza,2007,11.09,22.4,141642,Petrol,Dealer,Automatic,2,Greenborough,Delaware,Lose pretty seem parent prove according wide health.
vitara brezza,2012,14.24,29.19,156248,CNG,Individual,Manual,2,New Timothy,North Dakota,Fine Mr yard rock real challenge summer teacher.
dzire,2006,10.43,16.46,136019,Diesel,Individual,Manual,1,Smithberg,Oklahoma,Measure choice reveal short the necessary.
vitara brezza,2021,7.2,10.7,171496,CNG,Individual,Automatic,2,Waltersstad,Texas,Growth to strong religious family lose.
s cross,2007,16.48,12.67,186269,Petrol,Dealer,Manual,2,New Rachel,Texas,Claim morning war again best natural pass.
swift,2010,19.11,17.45,172261,Petrol,Individual,Automatic,0,Michaelfurt,New Mexico,Agree city interview.
ertiga,2021,14.79,8.18,170997,Petrol,Dealer,Manual,0,New Cory,North Carolina,Radio many well financial strategy set.
ciaz,2012,24.32,4.71,100301,Petrol,Individual,Automatic,2,Lake Timothyhaven,New Mexico,Dog of seven where treatment scene phone.
ritz,2021,1.42,11.87,19969,Petrol,Dealer,Automatic,1,Port Andrewshire,Delaware,Everything effect material group but with floor time.
vitara brezza,2015,6.97,17.8,46845,Petrol,Individual,Automatic,2,South Erikaton,Michigan,Tell relationship democratic break small.
baleno,2013,17.49,6.28,58116,Diesel,Individual,Automatic,2,South John,Idaho,Ever shake take rate.
ritz,2015,15.95,3.61,99114,Diesel,Individual,Manual,1,Richardsborough,Indiana,People contain offer blue thousand myself win else.
wagon r,2008,24.43,3.29,104372,CNG,Individual,Manual,1,East Christina,Montana,Stock order reflect day.
ciaz,2001,9.34,32.95,64992,Diesel,Individual,Manual,1,Davidborough,Maryland,Part war suggest speech third cost watch.
dzire,2004,10.15,31.13,18286,CNG,Individual,Manual,2,Port Brian,Rhode Island,Explain film admit service become.
ertiga,2017,5.46,32.74,173090,Diesel,Individual,Automatic,0,Georgebury,Louisiana,Join wait life why.
wagon r,2014,19.01,16.1,65254,Diesel,Individual,Automatic,0,New Jenniferview,Nebraska,Against detail tell phone number.
ritz,2000,19.22,20.31,19164,CNG,Dealer,Manual,1,West Daniel,Washington,Thing speech enough rule much.
ciaz,2003,9.85,3.39,75133,CNG,Dealer,Automatic,2,West Mary,Pennsylvania,However major often heart.
ritz,2013,8.85,8.27,186106,Diesel,Individual,Automatic,2,Dawnport,Vermont,Court high share though hand fill natural.
dzire,2005,14.6,29.61,30978,Diesel,Individual,Manual,2,Matthewberg,Oklahoma,Floor direction election.
ertiga,2018,7.58,7.1,90397,Petrol,Individual,Automatic,2,West Luis,New Hampshire,Fast into result break standard interesting radio.
baleno,2022,14.72,14.52,65046,CNG,Individual,Automatic,0,Emilyhaven,Mississippi,Modern bed than share capital people.
sx4,2016,14.17,23.96,183820,Diesel,Individual,Manual,2,Lake Alecfort,Texas,Share real might ability.
sx4,2018,13.79,8.22,100633,CNG,Individual,Manual,2,New Jeremy,Louisiana,Itself candidate century decision allow clear.
ritz,2008,2.23,8.86,120161,Diesel,Individual,Manual,1,Jeffreyshire,Kentucky,End east subject.
wagon r,2022,15.74,24.47,51481,Petrol,Individual,Automatic,2,East Andrechester,Florida,Two step no us.
s cross,2015,10.63,20.33,187216,CNG,Dealer,Automatic,1,West Thomas,Georgia,Throw little discussion move government.
dzire,2011,6.02,15.22,155274,CNG,Dealer,Manual,1,Port Sarah,Connecticut,Half interest person article.
baleno,2006,22.96,27.4,146532,CNG,Dealer,Manual,2,Maddoxshire,Colorado,Coach ability fast.
dzire,2021,8.53,21.49,142013,Diesel,Dealer,Manual,0,West Barbara,Tennessee,Eight sign last lay mention myself range.
ciaz,2011,5.68,3.07,51361,Petrol,Dealer,Automatic,1,Rosemouth,South Dakota,Piece side claim dark.
vitara brezza,2001,13.03,14.15,84102,CNG,Dealer,Automatic,1,Melissastad,Rhode Island,Education writer how people stuff significant.
wagon r,2013,19.75,29.73,63692,Petrol,Individual,Manual,1,Burchport,Utah,Trip audience home today.
sx4,2017,21.97,11.69,30403,Petrol,Dealer,Automatic,0,Crawfordfurt,Rhode Island,Civil cultural perhaps age wear.
vitara brezza,2011,24.17,3.03,63332,CNG,Dealer,Automatic,2,South Leslie,Michigan,Argue culture remember team.
sx4,2007,22.78,16.01,112035,Petrol,Individual,Manual,1,Port Michael,Nevada,Must true finish know.
swift,2006,15.03,20.7,67216,Diesel,Individual,Automatic,2,New Matthew,Alaska,Could candidate charge concern thank instead senior process.
ritz,2014,1.96,24.01,135431,Diesel,Dealer,Automatic,0,Robertborough,Massachusetts,Name itself four thus include individual least.
dzire,2007,12.96,6.2,42926,CNG,Individual,Automatic,1,Lake Beth,Arkansas,So character church community next early I.
wagon r,2020,15.44,8.35,59310,Diesel,Individual,Manual,2,Reedburgh,New Mexico,Half none professor back sea.
sx4,2001,3.34,15.91,55555,Petrol,Dealer,Automatic,2,Robertshire,South Dakota,Later both song quite available continue shoulder.
ritz,2014,5.73,8.11,123363,Petrol,Individual,Manual,0,Wrightmouth,Nebraska,Network imagine be more individual.
ertiga,2001,18.61,17.07,12803,Petrol,Dealer,Manual,2,North Roger,Wisconsin,Natural out view.
s cross,2009,6.78,22.71,54450,Diesel,Dealer,Manual,2,Phillipbury,Wisconsin,They detail material before continue.
ertiga,2002,24.94,27.58,57733,Petrol,Individual,Manual,0,East Marcus,Georgia,Theory public property place such ball send.
alto 800,2009,4.37,24.47,193029,Petrol,Individual,Manual,1,Muellerton,Missouri,Measure research current policy.
swift,2014,11.73,20.33,127964,Diesel,Individual,Manual,1,Angelaville,Arizona,Consumer clearly region yet.
vitara brezza,2012,22.51,24.84,109995,Petrol,Dealer,Manual,1,Conradport,Wyoming,Sit political gas Mrs together.
ertiga,2017,6.53,6.72,189518,CNG,Dealer,Automatic,2,Ericksonfurt,Oregon,Say anything serve forget poor.
sx4,2003,4.09,4.08,77673,CNG,Individual,Manual,0,Port Josephshire,West Virginia,Outside pressure glass reality spring north.
alto 800,2012,18.98,18.4,148001,Petrol,Dealer,Manual,2,Susanside,Kentucky,Create down huge.
dzire,2008,11.33,5.28,100204,Diesel,Individual,Automatic,1,Cindyview,Arkansas,Fear threat husband.
dzire,2007,24.68,11.47,121627,Petrol,Individual,Manual,2,Stephanieview,Texas,My effort join at.
alto 800,2021,4.07,15.09,38158,Diesel,Individual,Automatic,2,East Thomasshire,Maryland,Throw beautiful respond he.
s cross,2007,22.21,15.22,36224,Petrol,Individual,Automatic,0,Smithville,Alabama,Animal watch huge health hard green out.
ciaz,2021,11.83,27.95,81048,Petrol,Dealer,Automatic,0,Donaldborough,Rhode Island,Magazine ready middle president treatment moment she.
ertiga,2018,4.31,18.19,123187,CNG,Individual,Manual,0,West Theodore,South Dakota,Opportunity argue establish arm.
s cross,2019,20.71,2.86,41429,Diesel,Dealer,Automatic,1,Jamiefurt,Wyoming,Republican light quickly will fast that.
sx4,2006,3.61,22.53,162009,CNG,Individual,Automatic,2,West Craigton,Arkansas,Fight doctor usually poor.
ritz,2002,22.08,9.7,178186,CNG,Dealer,Automatic,2,Michellefurt,New York,Table specific production season.
baleno,2001,9.26,9.14,3069,CNG,Individual,Automatic,1,North Josephmouth,Tennessee,Interesting lot onto her.
ciaz,2017,5.26,34.12,160617,Diesel,Individual,Manual,2,New Thomas,Arkansas,Product once money cup whether general tend.
swift,2007,6.33,6.75,55459,CNG,Individual,Manual,2,South Brian,Kentucky,Need teach less gas film.
vitara brezza,2014,1.25,15.36,157592,Petrol,Dealer,Manual,0,New Donnamouth,Alaska,Notice next special art agreement wait magazine ready.
ertiga,2017,19.43,16.45,116732,Petrol,Dealer,Manual,1,Sonyafurt,Missouri,Past when do detail.
ciaz,2014,14.61,17.96,72049,Petrol,Dealer,Manual,1,North Becky,Arizona,Between whole sign admit anyone suffer during data.
vitara brezza,2002,21.97,23.1,168360,CNG,Individual,Automatic,2,Lake Cynthia,West Virginia,Indeed imagine candidate few.
swift,2005,7.93,25.3,183044,Diesel,Individual,Automatic,2,Carolshire,Oregon,By past opportunity organization put.
ertiga,2023,10.31,6.2,134534,CNG,Individual,Automatic,0,New Laurenfurt,South Carolina,Ok describe reason into improve my.
ertiga,2011,5.04,9.9,42157,CNG,Dealer,Automatic,2,West Sharonbury,Delaware,Team table star remain.
vitara brezza,2003,18.76,8.25,28461,Petrol,Individual,Manual,1,Maryside,North Carolina,Control somebody indeed section.
baleno,2000,21.93,15.31,92187,CNG,Individual,Manual,0,Williamsside,California,Bad must government color service player.
s cross,2003,22.15,24.48,13527,Diesel,Individual,Automatic,1,Jasonton,Indiana,Interview force say include successful level baby.
alto 800,2007,9.73,25.79,71343,Diesel,Individual,Manual,1,Maryside,Washington,Tonight stand between value its design take class.
baleno,2017,14.04,30.34,31648,Diesel,Dealer,Automatic,2,North Jenniferhaven,North Dakota,Eye try those country.
s cross,2017,10.14,24.18,36327,CNG,Dealer,Automatic,0,Georgeside,Nebraska,Himself strategy industry north hold gas as inside.
s cross,2001,9.18,9.87,129858,Diesel,Dealer,Manual,1,New Cassidy,New Jersey,Clear pass continue claim top moment area.
ciaz,2023,23.78,21.21,67549,Petrol,Dealer,Manual,0,East Robertoside,South Carolina,Because strategy cover particular economy speech.
wagon r,2001,21.21,2.49,29554,Diesel,Dealer,Manual,1,North Davidfort,Missouri,Ability thing truth white choose.
baleno,2004,10.73,27.1,117937,Petrol,Dealer,Automatic,0,Evansberg,Nebraska,Behavior perform once court response visit best.
wagon r,2012,15.43,23.46,152334,Diesel,Individual,Manual,0,East Ryan,Utah,All think partner story.
baleno,2010,9.45,6.5,92843,Diesel,Dealer,Automatic,1,North Debrabury,South Carolina,Close guy between off.
alto 800,2006,13.11,6.36,43262,CNG,Individual,Manual,0,Nancyberg,Pennsylvania,Mother poor choice.
vitara brezza,2012,7.29,21.6,92575,CNG,Dealer,Manual,2,South Ricky,West Virginia,Help under realize country foot too heart.
dzire,2000,24.01,28.44,123956,Diesel,Individual,Automatic,2,Port Christophermouth,Mississippi,Bill ahead woman movie church yard.
vitara brezza,2013,17.93,18.85,123375,Diesel,Individual,Manual,0,New Lindamouth,North Dakota,Organization adult church small sure seven music.
ritz,2017,21.05,15.21,142774,Petrol,Dealer,Automatic,2,Port Brittany,Alabama,Development agency analysis allow early need stay southern.
baleno,2004,3.88,29.18,180738,CNG,Individual,Automatic,2,East Breannachester,Alabama,Nature me two although.
ritz,2011,18.4,4.21,140979,Petrol,Dealer,Manual,1,South Danielville,Oregon,Moment see leader glass.
swift,2002,12.38,18.25,118269,Diesel,Dealer,Manual,1,Kristiborough,Maryland,Skill appear lot space land owner those.
wagon r,2018,19.55,14.25,3749,Diesel,Dealer,Automatic,0,New Louistown,Rhode Island,Final beat over tough.
alto 800,2004,12.97,31.91,112087,Petrol,Individual,Automatic,2,Port Christina,Georgia,Born wonder office five mean four.
ritz,2021,9.66,32.42,60074,Diesel,Individual,Automatic,1,Andreview,Oregon,Century southern difficult girl.
ciaz,2009,1.6,5.31,151179,CNG,Dealer,Manual,0,Jimenezville,Texas,Drug security push nice.
alto 800,2000,13.12,14.78,38986,Petrol,Individual,Automatic,1,Lake Jimhaven,Rhode Island,Will thing control man language science.
alto 800,2001,6.24,5.21,18233,Petrol,Individual,Automatic,2,Lake Eric,Tennessee,Continue local whose carry clear.
alto 800,2006,23.38,28.04,178601,Diesel,Dealer,Automatic,1,Kimberlymouth,Connecticut,Into us yet expect expect food.
baleno,2022,21.64,28.13,181692,Petrol,Dealer,Automatic,1,Justinville,Wyoming,Consider society my matter production.
s cross,2005,21.34,27.89,99100,Petrol,Dealer,Automatic,0,West Anthony,Ohio,Science stand true herself today.
s cross,2013,10.87,21.77,118042,CNG,Dealer,Automatic,0,East Crystal,Wisconsin,Learn question message western now medical.
alto 800,2018,9.23,16.21,84595,CNG,Dealer,Manual,1,Port Richardland,Texas,Job indicate apply.
vitara brezza,2016,15.44,8.74,79024,Diesel,Individual,Automatic,1,New Joseph,Colorado,Quickly finish result former movie.
ertiga,2020,16.67,14.79,129784,Petrol,Individual,Automatic,0,Angelshire,Utah,From road knowledge reflect wish forward edge.
sx4,2021,14.65,12.42,157787,Diesel,Dealer,Manual,2,East Stevenbury,Oregon,Young fire firm want recognize water loss.
s cross,2005,9.59,7.35,122016,CNG,Individual,Manual,1,Elizabethbury,Washington,Job affect wide can always.
